Referrer Zip Code,Days between Records Requested and Received Median,Days between Records Requested and Received Q1,Days between Records Requested and Received Q3,Days between Records Requested and Received Iqr,Days between Films Requested and Received Median,Days between Films Requested and Received Q1,Days between Films Requested and Received Q3,Days between Films Requested and Received Iqr,Days between Initial Contact and IV Median,Days between Initial Contact and IV Q1,Days between Initial Contact and IV Q3,Days between Initial Contact and IV Iqr,Days between Initial Contact and Surgery Median,Days between Initial Contact and Surgery Q1,Days between Initial Contact and Surgery Q3,Days between Initial Contact and Surgery Iqr,Number of Records
nan,5.0,2.0,12.0,10.0,7.0,4.0,14.25,10.25,44.0,29.5,62.5,33.0,46.5,26.0,73.25,47.25,239
22901,3.0,1.0,6.0,5.0,3.0,1.0,7.0,6.0,36.0,18.25,55.75,37.5,,,,,71
22801,1.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,31.0,21.0,48.75,27.75,,,,,51
24401,2.0,1.0,9.0,8.0,2.0,1.0,4.0,3.0,42.0,21.25,67.25,46.0,12.0,12.0,12.0,0.0,43
22980,6.5,1.0,10.25,9.25,4.0,1.0,6.5,5.5,27.5,15.75,44.75,29.0,,,,,40
22903,5.0,1.0,7.0,6.0,6.0,5.5,8.5,3.0,38.5,26.5,53.0,26.5,,,,,40
22407,3.5,1.0,8.0,7.0,6.0,3.5,11.0,7.5,40.5,26.0,54.25,28.25,47.0,43.75,58.75,15.0,38
22701,5.0,1.0,9.0,8.0,9.0,5.5,14.5,9.0,44.0,31.75,56.75,25.0,21.0,21.0,21.0,0.0,36
24502,2.0,1.0,3.0,2.0,6.0,2.0,7.0,5.0,43.0,22.0,67.0,45.0,82.0,82.0,82.0,0.0,35
20147,10.0,1.75,20.75,19.0,9.0,4.0,19.5,15.5,50.5,37.0,57.75,20.75,28.0,22.5,33.0,10.5,32
22902,2.5,0.25,6.5,6.25,5.0,2.5,18.5,16.0,42.0,37.0,55.0,18.0,,,,,30
22802,1.0,0.0,2.0,2.0,2.5,1.0,6.25,5.25,28.0,16.5,43.75,27.25,12.0,12.0,12.0,0.0,28
23185,1.0,0.0,6.75,6.75,5.5,4.0,11.5,7.5,47.0,25.0,69.0,44.0,45.0,37.0,46.5,9.5,26
24551,2.5,0.25,12.25,12.0,5.0,2.0,16.75,14.75,47.0,40.0,71.0,31.0,,,,,25
24450,4.0,1.0,6.0,5.0,8.0,3.0,15.5,12.5,42.0,28.0,82.75,54.75,29.0,29.0,29.0,0.0,24
24018,3.5,1.25,7.0,5.75,5.0,2.0,10.5,8.5,40.0,28.0,62.0,34.0,28.0,28.0,28.0,0.0,24
22630,8.0,3.0,11.5,8.5,7.5,2.5,12.25,9.75,34.0,18.5,59.5,41.0,45.0,45.0,45.0,0.0,24
24501,3.0,2.0,10.5,8.5,2.5,1.75,7.0,5.25,50.0,20.75,132.25,111.5,,,,,23
22911,2.0,0.75,4.5,3.75,2.0,0.25,3.75,3.5,21.5,16.0,35.5,19.5,,,,,23
23188,4.0,1.0,14.0,13.0,7.0,4.5,13.25,8.75,43.0,32.75,56.25,23.5,66.0,66.0,66.0,0.0,23
22655,2.5,1.0,3.25,2.25,3.0,2.0,13.0,11.0,40.0,29.0,58.5,29.5,38.0,38.0,38.0,0.0,21
22963,3.0,1.0,15.0,14.0,3.0,1.0,15.0,14.0,42.0,26.25,57.25,31.0,60.0,60.0,60.0,0.0,21
23454,5.0,2.5,7.25,4.75,6.0,5.0,8.0,3.0,61.0,32.0,75.0,43.0,16.0,12.0,72.5,60.5,20
24540,2.0,1.0,6.0,5.0,6.5,2.0,19.75,17.75,28.0,17.0,57.0,40.0,14.0,14.0,14.0,0.0,20
22602,2.0,1.5,7.5,6.0,4.0,1.5,17.0,15.5,45.0,23.75,60.75,37.0,,,,,20
22405,13.0,1.0,39.0,38.0,13.0,2.0,43.0,41.0,57.5,32.5,92.25,59.75,28.0,28.0,28.0,0.0,20
24060,5.5,0.5,11.5,11.0,5.5,4.0,12.25,8.25,56.0,22.0,71.5,49.5,35.0,19.5,50.5,31.0,20
20171,6.5,3.5,8.75,5.25,7.0,4.5,9.5,5.0,24.0,15.25,51.25,36.0,,,,,20
23464,6.5,1.5,10.75,9.25,11.0,4.0,14.0,10.0,54.0,45.0,76.0,31.0,,,,,19
25801,3.0,1.75,6.25,4.5,6.0,5.0,7.0,2.0,30.0,21.5,52.0,30.5,,,,,19
22553,1.0,1.0,3.5,2.5,3.0,1.0,19.0,18.0,27.0,20.0,67.5,47.5,6.0,6.0,6.0,0.0,19
24019,3.0,0.25,5.75,5.5,6.0,2.5,13.0,10.5,35.5,26.75,59.75,33.0,92.0,92.0,92.0,0.0,18
22968,1.0,0.5,4.5,4.0,4.0,1.0,5.5,4.5,31.5,23.75,49.0,25.25,,,,,18
23462,3.5,1.0,5.75,4.75,7.5,4.5,18.5,14.0,45.0,30.5,67.0,36.5,,,,,18
24073,2.0,1.25,2.75,1.5,3.0,2.0,5.0,3.0,36.0,27.0,56.0,29.0,,,,,17
20170,14.0,11.25,20.5,9.25,11.0,7.0,27.25,20.25,66.0,48.25,82.75,34.5,64.0,64.0,64.0,0.0,17
22835,4.0,1.0,6.25,5.25,3.5,1.0,5.0,4.0,42.0,35.0,55.0,20.0,,,,,17
23059,1.0,0.0,4.0,4.0,6.5,5.5,11.5,6.0,37.0,24.5,48.0,23.5,5.0,5.0,5.0,0.0,17
24153,4.0,1.75,5.0,3.25,6.0,3.0,7.0,4.0,48.0,16.0,117.0,101.0,15.0,15.0,15.0,0.0,17
22554,33.5,7.5,89.5,82.0,7.0,4.0,60.0,56.0,69.5,35.25,134.25,99.0,,,,,16
20165,5.0,2.0,5.0,3.0,6.0,5.0,14.5,9.5,41.5,17.25,63.75,46.5,30.0,30.0,30.0,0.0,16
20176,3.0,2.0,13.0,11.0,13.0,7.5,14.0,6.5,64.0,47.0,95.5,48.5,,,,,16
23451,1.0,0.25,2.5,2.25,7.0,5.25,12.25,7.0,51.0,36.0,95.0,59.0,,,,,16
23452,1.0,0.0,5.0,5.0,7.5,4.0,14.5,10.5,54.0,41.0,58.0,17.0,51.0,43.5,58.5,15.0,15
22401,3.0,1.0,7.5,6.5,6.0,1.0,10.0,9.0,33.5,24.75,54.25,29.5,10.0,10.0,10.0,0.0,15
22556,19.0,2.0,41.0,39.0,23.0,19.0,24.0,5.0,52.5,34.0,75.5,41.5,,,,,15
20148,11.0,4.0,23.0,19.0,17.0,5.0,44.0,39.0,52.5,27.25,83.5,56.25,,,,,15
22827,2.0,0.75,7.25,6.5,3.0,1.0,22.5,21.5,29.0,17.5,87.5,70.0,,,,,15
20109,2.0,1.0,6.0,5.0,8.0,6.75,8.75,2.0,47.0,22.0,56.0,34.0,28.0,28.0,28.0,0.0,15
24504,1.0,1.0,2.0,1.0,2.0,1.0,4.5,3.5,36.0,36.0,49.0,13.0,,,,,14
22603,1.0,0.5,4.0,3.5,1.0,0.75,1.25,0.5,43.0,33.25,48.25,15.0,25.5,16.25,34.75,18.5,14
22601,1.0,1.0,18.0,17.0,10.0,2.75,19.5,16.75,42.0,13.75,63.5,49.75,20.0,20.0,20.0,0.0,14
24590,0.0,0.0,0.5,0.5,,,,,40.5,19.75,41.75,22.0,,,,,14
20186,2.0,1.25,2.75,1.5,11.0,5.5,21.0,15.5,46.5,15.25,75.5,60.25,23.0,23.0,23.0,0.0,14
20187,1.0,1.0,3.0,2.0,5.5,4.75,6.25,1.5,47.0,38.5,108.0,69.5,,,,,14
22191,2.0,1.0,5.0,4.0,5.5,4.0,8.0,4.0,40.0,29.5,56.5,27.0,47.5,41.75,53.25,11.5,14
22815,2.0,1.0,2.75,1.75,2.5,1.0,7.0,6.0,22.0,16.0,49.0,33.0,,,,,14
22408,3.0,0.75,3.75,3.0,3.0,2.0,5.0,3.0,32.0,13.0,45.0,32.0,,,,,14
22485,4.5,3.25,5.75,2.5,3.0,0.5,8.5,8.0,40.5,33.0,49.25,16.25,,,,,14
24012,2.5,0.25,3.75,3.5,7.0,3.75,10.25,6.5,44.0,37.25,47.75,10.5,22.0,18.0,26.0,8.0,14
22030,7.0,3.0,8.0,5.0,8.0,6.0,8.0,2.0,50.0,44.0,69.0,25.0,65.5,63.25,67.75,4.5,14
22193,9.0,3.5,15.5,12.0,17.0,8.5,20.0,11.5,49.0,44.0,62.0,18.0,68.5,53.25,83.75,30.5,14
22851,1.0,0.5,4.5,4.0,1.0,1.0,1.0,0.0,48.5,45.25,51.75,6.5,,,,,13
23112,1.0,0.0,1.0,1.0,5.0,4.0,20.0,16.0,52.0,43.0,66.75,23.75,73.0,73.0,73.0,0.0,13
24477,2.0,0.0,4.0,4.0,2.0,1.0,25.5,24.5,50.0,35.0,53.0,18.0,,,,,12
22936,1.5,0.25,2.0,1.75,3.0,2.0,3.0,1.0,42.0,25.75,61.25,35.5,,,,,12
24416,2.0,0.5,11.0,10.5,8.0,2.75,20.0,17.25,49.5,29.0,99.0,70.0,32.0,31.0,33.0,2.0,12
22406,1.0,1.0,8.5,7.5,10.0,8.0,18.0,10.0,54.5,31.25,65.75,34.5,,,,,12
24015,1.0,0.25,2.5,2.25,7.0,3.75,12.5,8.75,28.0,10.5,56.0,45.5,,,,,12
23666,5.0,0.0,11.0,11.0,11.0,10.0,15.0,5.0,44.0,30.5,53.0,22.5,52.0,50.0,54.0,4.0,12
23228,11.0,3.0,21.0,18.0,11.5,5.75,21.25,15.5,55.0,34.0,63.0,29.0,,,,,12
23456,10.0,6.0,24.5,18.5,15.5,8.25,30.5,22.25,51.0,37.5,61.0,23.5,,,,,12
22032,2.0,1.0,6.5,5.5,7.0,5.0,13.0,8.0,34.5,8.5,50.0,41.5,14.0,14.0,14.0,0.0,12
22192,7.5,1.0,10.5,9.5,7.0,5.0,12.0,7.0,38.5,36.0,48.5,12.5,,,,,12
24572,1.0,0.5,9.0,8.5,10.0,6.0,16.0,10.0,58.0,25.0,91.75,66.75,,,,,12
20120,3.0,3.0,3.0,0.0,,,,,39.0,10.0,57.0,47.0,21.0,21.0,21.0,0.0,12
20155,1.0,1.0,5.0,4.0,4.0,4.0,7.0,3.0,52.5,38.75,63.25,24.5,63.0,63.0,63.0,0.0,11
22003,7.0,3.0,18.5,15.5,10.0,8.0,17.0,9.0,54.0,36.5,84.25,47.75,,,,,11
22182,4.0,3.0,5.75,2.75,6.0,6.0,7.0,1.0,46.0,25.75,61.0,35.25,20.0,20.0,20.0,0.0,11
20152,8.0,7.0,11.0,4.0,6.0,4.0,8.0,4.0,42.0,41.0,61.0,20.0,,,,,11
22015,3.5,3.0,5.75,2.75,11.0,8.0,13.25,5.25,48.0,40.0,58.0,18.0,,,,,11
20175,10.5,4.25,37.0,32.75,22.5,5.75,39.25,33.5,57.0,38.5,72.5,34.0,40.5,31.75,49.25,17.5,11
24588,4.0,1.75,6.25,4.5,6.5,4.75,7.0,2.25,27.5,21.0,36.75,15.75,,,,,11
23117,6.5,6.25,6.75,0.5,3.5,2.25,4.75,2.5,39.0,30.75,45.0,14.25,,,,,11
22840,6.0,1.25,7.75,6.5,5.0,3.0,8.0,5.0,39.0,18.25,47.75,29.5,13.0,13.0,13.0,0.0,11
23238,1.0,0.5,3.5,3.0,9.0,8.5,11.5,3.0,36.0,35.0,43.0,8.0,,,,,11
20169,4.5,2.25,10.5,8.25,9.0,5.75,10.5,4.75,55.0,27.5,56.0,28.5,,,,,10
20164,8.0,0.75,23.25,22.5,12.0,6.0,19.5,13.5,84.0,47.0,101.5,54.5,,,,,10
24202,2.0,2.0,4.0,2.0,8.5,4.75,13.5,8.75,43.0,34.0,57.0,23.0,69.0,41.0,76.0,35.0,10
24112,6.0,5.0,13.5,8.5,6.0,5.0,14.0,9.0,33.5,26.75,58.0,31.25,,,,,10
23455,5.0,1.0,9.0,8.0,9.0,8.0,11.0,3.0,49.5,36.25,59.75,23.5,45.5,44.75,46.25,1.5,10
22973,1.5,0.25,2.75,2.5,4.0,3.75,12.5,8.75,18.0,-58.0,31.75,89.75,,,,,10
23093,1.5,0.0,6.0,6.0,0.0,0.0,14.0,14.0,50.0,12.0,57.0,45.0,,,,,10
24522,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,14.5,8.25,20.5,12.25,,,,,10
24017,4.5,1.5,18.0,16.5,6.0,6.0,13.0,7.0,38.5,29.25,65.0,35.75,34.0,34.0,34.0,0.0,10
24426,1.0,0.5,2.5,2.0,2.0,1.0,4.5,3.5,37.0,32.25,49.5,17.25,,,,,10
22939,3.0,2.25,6.0,3.75,4.0,3.0,6.5,3.5,27.0,16.5,50.0,33.5,,,,,10
24014,3.5,2.25,4.75,2.5,7.0,3.0,10.0,7.0,36.5,19.5,44.5,25.0,7.0,7.0,7.0,0.0,10
22153,12.0,6.75,17.5,10.75,11.0,9.0,14.0,5.0,39.0,34.0,43.0,9.0,28.0,28.0,28.0,0.0,10
22066,2.5,1.5,3.0,1.5,7.5,3.25,12.5,9.25,76.0,50.0,89.0,39.0,119.0,101.0,137.0,36.0,10
23901,4.5,1.5,7.5,6.0,4.0,1.0,7.0,6.0,42.5,31.5,43.0,11.5,43.0,43.0,43.0,0.0,10
24503,0.5,0.0,2.5,2.5,3.0,1.0,7.0,6.0,55.5,40.5,86.5,46.0,,,,,10
24521,1.0,1.0,4.75,3.75,1.0,1.0,2.75,1.75,28.0,18.0,45.5,27.5,,,,,10
22124,15.0,2.0,16.0,14.0,15.0,-158.0,15.5,173.5,73.0,43.0,100.0,57.0,,,,,9
24523,2.0,0.75,6.0,5.25,7.0,5.0,8.5,3.5,-123.0,-222.5,-23.5,199.0,,,,,9
24441,1.5,0.75,2.75,2.0,1.0,1.0,5.0,4.0,50.0,39.0,76.0,37.0,,,,,9
22546,1.0,1.0,3.0,2.0,1.0,0.75,4.75,4.0,28.0,27.5,31.5,4.0,35.0,35.0,35.0,0.0,9
20112,0.0,0.0,17.0,17.0,21.5,15.75,23.5,7.75,44.0,30.0,59.5,29.5,,,,,9
22942,0.5,0.25,0.75,0.5,1.0,1.0,1.0,0.0,27.0,21.5,58.5,37.0,,,,,9
22508,10.0,10.0,13.0,3.0,13.0,11.5,33.5,22.0,56.0,50.0,77.0,27.0,,,,,9
24084,1.0,0.5,3.0,2.5,4.0,3.0,5.0,2.0,35.0,13.5,59.0,45.5,34.0,34.0,34.0,0.0,9
23113,3.5,2.25,6.0,3.75,6.0,4.5,7.5,3.0,27.0,14.75,60.5,45.75,,,,,9
23116,2.0,0.75,5.5,4.75,9.0,2.5,17.25,14.75,18.0,12.0,24.0,12.0,,,,,9
23111,18.5,15.0,21.75,6.75,6.0,3.0,12.0,9.0,40.0,21.0,48.0,27.0,,,,,9
24211,1.0,1.0,9.0,8.0,9.0,1.0,15.0,14.0,47.0,40.25,76.75,36.5,,,,,9
23693,41.0,4.75,158.25,153.5,24.0,10.25,74.5,64.25,57.0,56.5,95.5,39.0,,,,,9
23320,0.0,0.0,12.0,12.0,15.0,2.0,19.0,17.0,43.0,28.5,63.0,34.5,,,,,9
23606,7.5,6.25,8.75,2.5,10.0,5.5,12.0,6.5,31.0,18.5,50.5,32.0,,,,,9
24354,6.0,3.0,10.0,7.0,8.0,5.25,14.75,9.5,32.5,18.5,45.75,27.25,33.5,28.25,38.75,10.5,9
23434,3.5,1.75,15.0,13.25,6.5,5.75,29.75,24.0,55.0,38.25,128.5,90.25,80.0,80.0,80.0,0.0,9
20110,3.0,3.0,6.5,3.5,7.5,5.5,10.25,4.75,43.0,20.0,61.0,41.0,32.0,32.0,32.0,0.0,9
22657,2.0,1.0,9.5,8.5,2.0,1.0,6.0,5.0,25.0,12.0,36.0,24.0,7.0,7.0,7.0,0.0,9
22551,1.0,0.5,6.0,5.5,1.0,0.5,13.0,12.5,23.0,14.0,33.0,19.0,46.0,46.0,46.0,0.0,8
20854,13.0,7.75,35.75,28.0,20.5,17.0,39.5,22.5,75.0,55.5,106.5,51.0,,,,,8
24482,10.0,10.0,10.0,0.0,60.0,60.0,60.0,0.0,6.0,6.0,6.0,0.0,19.0,16.5,21.5,5.0,8
20132,5.0,3.0,10.0,7.0,6.5,6.0,11.5,5.5,56.5,36.75,69.5,32.75,,,,,8
24901,4.5,1.75,7.5,5.75,8.0,7.0,12.75,5.75,47.0,27.0,55.0,28.0,,,,,8
22821,14.0,8.25,24.5,16.25,18.0,9.5,31.0,21.5,59.5,45.0,70.5,25.5,39.0,39.0,39.0,0.0,8
22101,7.0,6.0,7.5,1.5,5.0,3.0,8.5,5.5,15.0,11.5,353.5,342.0,,,,,8
24382,1.0,0.0,2.0,2.0,5.0,3.5,5.0,1.5,84.0,69.5,95.0,25.5,,,,,8
23061,4.0,4.0,8.0,4.0,8.0,7.5,20.0,12.5,60.0,59.0,61.0,2.0,59.0,59.0,59.0,0.0,8
22971,1.0,-27.0,10.0,37.0,-18.5,-36.75,-0.25,36.5,47.0,43.75,51.5,7.75,,,,,8
22932,0.0,0.0,0.5,0.5,2.0,1.0,4.0,3.0,38.0,30.0,46.0,16.0,,,,,8
23692,6.0,1.0,10.0,9.0,6.0,6.0,8.0,2.0,14.0,12.5,45.5,33.0,31.0,31.0,31.0,0.0,8
20111,7.5,4.0,20.75,16.75,11.5,4.5,39.75,35.25,95.0,28.5,737.0,708.5,22.0,22.0,22.0,0.0,8
20191,5.5,5.0,105.75,100.75,5.0,5.0,7.0,2.0,42.0,28.0,47.0,19.0,,,,,8
37620,6.0,2.0,9.25,7.25,5.0,1.0,10.0,9.0,48.0,41.0,54.5,13.5,51.0,45.5,56.5,11.0,8
37615,5.0,1.0,6.75,5.75,4.0,2.5,6.5,4.0,60.0,58.0,71.0,13.0,65.5,62.25,68.75,6.5,8
23322,3.0,1.5,8.0,6.5,3.0,0.75,7.0,6.25,51.0,26.0,51.0,25.0,52.0,52.0,52.0,0.0,8
23060,5.5,1.0,11.5,10.5,11.0,6.25,19.5,13.25,50.5,39.5,52.5,13.0,,,,,7
23608,0.5,0.0,3.75,3.75,11.0,6.75,16.5,9.75,34.0,34.0,38.5,4.5,44.0,44.0,44.0,0.0,7
24301,1.0,0.75,1.5,0.75,6.5,5.25,11.5,6.25,32.0,20.5,43.5,23.0,,,,,7
23139,3.5,2.5,4.0,1.5,4.5,3.75,6.5,2.75,43.0,31.5,52.5,21.0,,,,,7
23323,3.0,0.0,11.75,11.75,6.5,5.5,13.0,7.5,80.5,49.75,111.25,61.5,,,,,7
24538,3.0,1.5,45.0,43.5,3.0,3.0,45.0,42.0,31.5,19.75,69.25,49.5,,,,,7
25901,1.0,1.0,6.5,5.5,7.0,4.0,10.0,6.0,34.0,20.0,48.25,28.25,,,,,7
22812,3.0,2.5,3.5,1.0,2.0,1.0,3.0,2.0,20.0,19.5,38.0,18.5,,,,,7
24740,0.0,0.0,1.0,1.0,5.0,2.0,22.0,20.0,50.0,9.0,62.0,53.0,11.0,11.0,11.0,0.0,7
23831,9.0,8.5,22.0,13.5,15.0,4.25,27.5,23.25,55.0,46.25,58.5,12.25,,,,,7
27909,12.0,6.5,24.0,17.5,3.0,2.0,4.0,2.0,48.0,47.0,49.0,2.0,,,,,7
22207,7.0,0.0,70.0,70.0,29.0,7.0,108.0,101.0,60.5,27.5,107.5,80.0,,,,,7
37659,8.5,6.25,14.5,8.25,20.5,6.25,32.5,26.25,89.0,65.0,245.0,180.0,,,,,7
37660,120.0,61.0,406.0,345.0,69.5,14.5,263.0,248.5,41.5,36.75,217.25,180.5,,,,,7
23602,58.5,39.75,77.25,37.5,58.5,39.75,77.25,37.5,37.0,32.5,95.5,63.0,,,,,7
24151,1.0,0.75,9.5,8.75,6.0,3.5,9.5,6.0,39.0,26.25,52.25,26.0,49.0,49.0,49.0,0.0,7
24141,7.0,4.0,18.0,14.0,7.5,5.5,23.0,17.5,42.5,35.25,47.75,12.5,86.5,65.75,107.25,41.5,7
23229,7.0,3.5,8.0,4.5,7.5,4.75,17.5,12.75,55.0,14.0,75.0,61.0,,,,,7
23235,3.0,0.0,4.0,4.0,14.0,7.0,14.0,7.0,20.0,15.0,30.0,15.0,,,,,7
23233,7.0,5.0,21.0,16.0,10.5,7.0,17.5,10.5,58.0,46.0,78.5,32.5,,,,,7
37601,8.0,5.25,11.25,6.0,12.0,9.0,14.25,5.25,39.5,37.5,42.25,4.75,41.0,41.0,41.0,0.0,6
23453,0.0,0.0,0.0,0.0,-1834.0,-2758.0,-910.0,1848.0,45.0,40.5,49.5,9.0,,,,,6
24266,2.0,2.0,2.0,0.0,5.0,5.0,5.0,0.0,29.0,20.0,30.0,10.0,42.0,42.0,42.0,0.0,6
24210,7.5,5.25,9.75,4.5,11.0,7.0,11.5,4.5,29.0,25.5,37.0,11.5,30.0,30.0,30.0,0.0,6
37604,3.0,1.0,13.0,12.0,8.0,4.5,14.5,10.0,49.0,44.5,69.0,24.5,50.0,45.5,70.0,24.5,6
23114,1.0,1.0,54.5,53.5,8.0,7.0,33.0,26.0,52.0,36.5,78.0,41.5,,,,,6
24201,7.0,0.75,32.5,31.75,8.0,2.25,32.5,30.25,8.0,4.5,73.0,68.5,139.0,139.0,139.0,0.0,6
23832,0.0,0.0,5.0,5.0,9.0,8.5,9.5,1.0,51.0,33.5,54.5,21.0,29.0,29.0,29.0,0.0,6
26812,0.0,0.0,0.75,0.75,0.5,0.25,0.75,0.5,20.0,17.0,24.5,7.5,,,,,6
28411,11.0,8.5,13.5,5.0,13.5,12.25,14.75,2.5,114.5,59.75,169.25,109.5,,,,,6
20119,10.0,5.5,14.5,9.0,19.0,19.0,19.0,0.0,26.0,14.0,41.5,27.5,,,,,6
22180,35.0,21.0,42.5,21.5,13.0,10.0,24.0,14.0,91.5,62.0,119.5,57.5,,,,,6
22102,3.0,3.0,5.5,2.5,3.0,3.0,3.0,0.0,47.0,34.5,50.5,16.0,23.0,23.0,23.0,0.0,6
08701,10.5,5.75,66.75,61.0,10.5,5.75,66.75,61.0,41.0,28.5,168.5,140.0,297.0,297.0,297.0,0.0,6
25401,2.0,1.0,2.0,1.0,2.0,1.5,10.0,8.5,57.0,47.0,67.0,20.0,,,,,6
25425,6.0,3.0,8.0,5.0,6.0,4.0,22.5,18.5,43.0,28.0,45.5,17.5,,,,,6
22033,12.0,10.0,17.0,7.0,12.0,10.0,17.0,7.0,55.0,38.0,59.5,21.5,56.0,56.0,56.0,0.0,6
24422,3.5,2.25,13.0,10.75,6.0,3.0,24.0,21.0,38.5,33.25,43.75,10.5,,,,,6
24556,1.0,0.5,12.5,12.0,13.5,8.25,18.75,10.5,15.0,6.0,71.0,65.0,,,,,6
23221,3.0,2.75,5.25,2.5,14.0,7.5,14.5,7.0,55.0,49.0,60.0,11.0,,,,,6
22960,,,,,,,,,19.0,13.0,25.0,12.0,,,,,6
22841,4.0,4.0,4.0,0.0,5.0,5.0,5.0,0.0,34.0,20.0,48.0,28.0,14.0,14.0,14.0,0.0,6
23223,29.0,13.25,42.25,29.0,54.0,28.5,79.5,51.0,,,,,,,,,6
24541,5.5,3.25,7.75,4.5,10.0,8.5,11.5,3.0,40.0,22.0,45.0,23.0,13.0,13.0,13.0,0.0,6
22844,1.0,1.0,1.25,0.25,1.0,1.0,1.5,0.5,37.5,28.25,46.75,18.5,,,,,6
22312,7.0,6.5,10.5,4.0,10.0,5.5,15.75,10.25,47.0,35.0,57.0,22.0,55.0,55.0,55.0,0.0,6
20194,3.0,1.5,4.5,3.0,11.5,8.75,14.25,5.5,44.5,36.75,52.25,15.5,,,,,6
28277,-151.5,-227.75,-75.25,152.5,5.0,3.5,15.0,11.5,49.5,48.75,50.25,1.5,52.0,52.0,52.0,0.0,6
20151,2.0,1.5,4.5,3.0,7.0,4.5,7.5,3.0,41.0,24.5,42.5,18.0,,,,,6
24574,17.0,10.0,34.5,24.5,2.0,1.5,2.5,1.0,48.0,45.5,52.5,7.0,,,,,6
24605,1.5,0.75,2.25,1.5,1.0,1.0,1.0,0.0,44.0,44.0,44.0,0.0,,,,,6
24986,1.0,1.0,1.0,0.0,5.0,4.0,6.0,2.0,30.0,26.0,46.0,20.0,,,,,6
22947,0.0,0.0,0.0,0.0,,,,,34.5,30.75,38.25,7.5,,,,,6
22204,6.0,0.0,14.0,14.0,14.0,6.0,14.0,8.0,50.0,16.0,54.0,38.0,62.0,62.0,62.0,0.0,6
20124,4.5,3.25,5.75,2.5,4.5,3.25,5.75,2.5,26.0,14.0,31.0,17.0,,,,,5
23072,,,,,4.0,4.0,4.0,0.0,54.0,54.0,54.0,0.0,21.0,21.0,21.0,0.0,5
22842,0.0,0.0,0.5,0.5,0.5,0.25,0.75,0.5,-133.0,-214.0,-52.0,162.0,,,,,5
22849,2.0,1.5,2.5,1.0,2.0,1.5,2.5,1.0,49.0,35.0,63.0,28.0,,,,,5
22904,11.0,6.0,16.0,10.0,1.0,1.0,1.0,0.0,34.0,34.0,34.0,0.0,,,,,5
22974,1.0,0.75,2.0,1.25,5.0,5.0,5.0,0.0,72.0,52.5,85.0,32.5,,,,,5
23225,26.0,14.0,29.5,15.5,26.0,16.0,29.5,13.5,55.0,48.5,64.5,16.0,,,,,5
24360,0.5,0.0,1.25,1.25,4.0,1.75,7.5,5.75,49.0,35.0,70.0,35.0,,,,,5
24368,0.5,0.25,0.75,0.5,1.0,1.0,1.0,0.0,47.0,35.5,58.5,23.0,15.0,15.0,15.0,0.0,5
11230,3.0,1.0,6.0,5.0,3.5,1.0,98.25,97.25,25.5,21.25,32.75,11.5,59.0,41.5,74.0,32.5,5
23518,1.0,1.0,1.0,0.0,13.0,13.0,13.0,0.0,42.0,42.0,42.0,0.0,,,,,5
23703,12.0,8.0,16.0,8.0,20.0,19.0,23.5,4.5,47.5,44.5,53.25,8.75,38.0,38.0,38.0,0.0,5
24121,2.5,1.25,3.75,2.5,2.5,1.25,3.75,2.5,19.5,10.75,28.25,17.5,,,,,5
24174,7.0,1.5,12.5,11.0,11.5,7.25,23.0,15.75,35.0,35.0,35.0,0.0,47.0,47.0,47.0,0.0,5
24179,2.0,0.75,3.75,3.0,3.0,1.5,5.0,3.5,64.0,54.0,65.5,11.5,,,,,5
28806,6.0,4.5,7.5,3.0,24.0,17.0,31.0,14.0,71.0,71.0,71.0,0.0,,,,,5
24557,1.0,0.75,1.0,0.25,1.0,1.0,1.0,0.0,7.0,4.0,10.0,6.0,,,,,5
24445,1.0,0.5,2.5,2.0,4.0,2.5,11.0,8.5,33.5,26.25,40.75,14.5,,,,,5
24479,4.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,33.0,17.0,38.0,21.0,,,,,5
23325,2.0,1.0,5.0,4.0,6.5,5.0,7.25,2.25,42.0,38.5,45.5,7.0,,,,,5
23321,1.5,0.0,4.5,4.5,5.0,3.0,7.0,4.0,12.0,9.0,37.5,28.5,13.0,13.0,13.0,0.0,5
23236,5.0,4.0,6.0,2.0,4.0,3.5,4.5,1.0,16.0,14.5,17.5,3.0,14.0,14.0,14.0,0.0,5
24293,7.0,3.5,13.5,10.0,29.5,22.25,36.75,14.5,42.0,38.25,51.25,13.0,,,,,5
28655,15.0,15.0,15.0,0.0,34.0,34.0,34.0,0.0,55.0,48.0,62.5,14.5,71.0,71.0,71.0,0.0,5
22309,7.0,4.0,10.0,6.0,6.0,6.0,6.5,0.5,49.0,43.0,55.0,12.0,20.0,20.0,20.0,0.0,5
22810,,,,,,,,,42.5,25.75,59.25,33.5,,,,,5
22712,0.0,0.0,0.5,0.5,4.0,3.5,4.5,1.0,33.0,27.0,34.5,7.5,,,,,5
22624,0.5,0.0,2.5,2.5,7.0,3.5,10.5,7.0,34.5,18.0,56.75,38.75,,,,,5
20016,4.0,3.5,18.5,15.0,4.0,3.5,31.0,27.5,61.0,47.0,87.0,40.0,,,,,5
